n,r,t
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:efficient,text:efficient}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:sustainability,text:sustainability}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:metric_function,text:metric}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:population,text:population}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:planet,text:planet}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:require,text:require}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:sustain,text:sustain}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:2050,text:2050}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:almost three,text:almost three}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:standard,text:standard}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:populace,text:public}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:procurement,text:procurement}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:significant,text:significant}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:final,text:final}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:addition,text:gain}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:continue,text:continue}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:future,text:future}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:strengthen,text:strengthen}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:efficiency,text:efficiency}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:entree,text:access}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:occupation,text:job}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:quality,text:quality}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:produce,text:produce}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:homo,text:human}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:consume,text:consume}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:resultant,text:resultant}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:29 per cent,text:29 per cent}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:pollute,text:pollute}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:faster,text:faster}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:purify,text:purify}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:river,text:river}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:lake,text:lake}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:action,text:action}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:well,text:well}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:service,text:service}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:affect,text:affect}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:system,text:system}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:enable,text:enable}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:improve,text:improve}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:possible,text:possible}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:main,text:main}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:example,text:example}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:agribusiness,text:agriculture}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:fabric,text:textile}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:today,text:today}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:local,text:local}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0024813895781637717},"{concept:adopt,text:adopt}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:change,text:change}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:accord,text:accordance}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:environment,text:environment}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:fresh,text:fresh}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:short_ton,text:ton}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:range,text:reach}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:equivalent,text:equivalent}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:include,text:include}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:information,text:information}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:supply,text:supply}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:air,text:air}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:dirt,text:soil}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:achieve,text:achieve}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:infrastructure,text:infrastructure}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:provide,text:provide}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:family,text:household}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:contribute,text:contribute}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:emission,text:emission}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:pollution,text:pollution}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:merchandise,text:product}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:chain,text:chain}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:solution,text:solution}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:lead,text:lead}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:recycle,text:recycle}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.02481389578163772},"{concept:sustainable,text:sustainable}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.02109181141439206},"{concept:consumption,text:consumption}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.018610421836228287},"{concept:water,text:water}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.016129032258064516},"{concept:cent,text:cent}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.016129032258064516},"{concept:energy,text:energy}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.01240694789081886},"{concept:food,text:food}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.01240694789081886},"{concept:impact,text:impact}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.01240694789081886},"{concept:need,text:need}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.01240694789081886},"{concept:production,text:production}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.011166253101736972},"{concept:reduce,text:reduce}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.009925558312655087},"{concept:global,text:global}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.008684863523573201},"{concept:develop,text:develop}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.008684863523573201},"{concept:waste,text:waste}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.008684863523573201},"{concept:resource,text:resource}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.007444168734491315},"{concept:consumer,text:consumer}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.007444168734491315},"{concept:life_style,text:lifestyle}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.007444168734491315},"{concept:environmental,text:environmental}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.007444168734491315},"{concept:development,text:development}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.007444168734491315},"{concept:addition,text:increase}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.00620347394540943},"{concept:universe,text:world}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.00620347394540943},"{concept:aid,text:help}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.00620347394540943},"{concept:life,text:life}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.00620347394540943},"{concept:form,text:pattern}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.00620347394540943},"{concept:degradation,text:degradation}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.00620347394540943},"{concept:current,text:current}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:practice,text:practice}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:second,text:second}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:company,text:company}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:ensure,text:ensure}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:sociable,text:social}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:cycle,text:cycle}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:material,text:material}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:nature,text:nature}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:promote,text:promote}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:economic,text:economic}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:natural,text:natural}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:people,text:people}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:oecd,text:oecd}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:vehicle,text:vehicle}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:history,text:account}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:return,text:take}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.004962779156327543},"{concept:2030,text:2030}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:business,text:business}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:bargain,text:buy}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:manner,text:way}"
"{nombre:Ensure sustainable consumption and production patterns,id:12}",{peso:0.0037220843672456576},"{concept:plastic,text:plastic}"
